Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
2-6_SH_3-5_F_4_NO2BAt,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1([At]),At,SH,F,NO2,46.7,2.184941297,2.2047,2.231,-7.999,C1,2.2243,0.0196,2.102,-0.129,-4.04,,2.9375,0.237,-15.207,0.0212,0.0155,-0.000912,-0.0146,0.0658,0.000912,1.06E-06,-0.0212,-9.53,-9.341102401,-9,-8.814328536,0.184625845,0.001045619,13.1,-0.05196
2-6_SH_3-5_NH2_4_CNBAt,c1(S)c(N)c(C#N)c(N)c(S)c1([At]),At,SH,NH2,CN,29.3,2.195805357,2.2093,2.213,-9.535,C1,2.2253,0.016,2.114,-0.099,-5.868,,2.9795,0.198,-15.074,0.0194,0.0142,-0.00103,-0.0132,0.0611,0.00103,3.07E-07,-0.0194,-7.23,-7.065677653,-6.75,-6.586956591,0.157128379,0.00591503,17.63,-0.04305
2-6_SH_3-5_NH2_4_FBAt,c1(S)c(N)c(F)c(N)c(S)c1([At]),At,SH,NH2,F,26.6,2.201716817,2.2079,2.228,-8.161,Cs,2.2213,0.0134,2.161,-0.067,-4.706,,3.0065,0.187,-14.57,0.0185,0.0135,-0.00106,-0.0124,0.0581,0.00106,1.61E-06,-0.0185,-6.75,-6.595811089,-6.29,-6.133176089,0.151468243,0.005355668,10.44,-0.0399
2-6_SH_3-5_NH2_4_NO2BAt,c1(S)c(N)c(N(=O)=O)c(N)c(S)c1([At]),At,SH,NH2,NO2,30.8,2.192552028,2.2113,2.192,-10.232,C1,2.2278,0.0165,2.09,-0.102,-6.533,,2.97,0.203,-15.147,0.0197,0.0145,-0.00102,-0.0135,0.0622,0.00102,8.81E-07,-0.0197,-7.49,-7.324631998,-7.01,-6.842499078,0.161759399,0.005741524,0.31,-0.04494
2-6_SH_3-5_NO2_4_CNBAt,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1([At]),At,SH,NO2,CN,52.8,2.170786073,2.2062,2.201,-8.27,Cs,2.2315,0.0253,2.016,-0.185,-3.682,,2.8962,0.266,-15.961,0.0229,0.0169,-0.000799,-0.0161,0.0708,0.000799,2.04E-06,-0.0229,-10.74,-10.50530823,-10.21,-9.973212616,0.235937297,0.000850087,15.09,-0.05991
2-6_SH_3-5_NO2_4_FBAt,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1([At]),At,SH,NO2,F,48.9,2.175614414,2.2095,2.205,-7.026,Cs,2.2327,0.0232,2.039,-0.166,-2.623,,2.9127,0.255,-15.533,0.0222,0.0163,-0.000857,-0.0155,0.0688,0.000857,2.17E-06,-0.0222,-10.09,-9.871398129,-9.57,-9.352756337,0.216032696,0.001210968,14.3,-0.05643
2-6_SH_4_NH2_3-5_CNBAt,c1(S)c(C#N)c(N)c(C#N)c(S)c1([At]),At,SH,CN,NH2,42.9,2.191794428,2.2098,2.2,-5.568,C1,2.2274,0.0176,2.101,-0.099,-1.47,,2.9573,0.22,-15.462,0.0204,0.0149,-0.000959,-0.014,0.0636,0.000959,1.63E-07,-0.0204,-8.91,-8.735844388,-8.39,-8.22017497,0.168818881,0.001006149,12.4,-0.0486
2-6_SH_4_NH2_3-5_FBAt,c1(S)c(F)c(N)c(F)c(S)c1([At]),At,SH,F,NH2,35.1,2.199656261,2.2058,2.228,-5.318,C1,2.2209,0.0151,2.149,-0.079,-1.783,,2.9903,0.198,-14.775,0.0192,0.014,-0.00102,-0.0129,0.0599,0.00102,9.39E-07,-0.0192,-7.79,-7.642591062,-7.3,-7.151831453,0.14627874,0.001889808,11.04,-0.04294
2-6-BH2BAt,c1(B)cccc(B)c1([At]),At,BH2,H,H,22.9,2.216540968,2.2247,2.058,-13.391,C1,2.2331,0.0084,2.052,-0.006,-10.439,,3.0399,0.18,-14.253,0.0175,0.0126,-0.00106,-0.0115,0.0546,0.00106,1.90E-06,-0.0175,-6.03,-5.915423874,-5.55,-5.433813353,0.110493128,0.005693519,9.02,-0.03642
2-6-CF3BAt,c1(C(F)(F)F)cccc(C(F)(F)F)c1([At]),At,CF3,H,H,35.2,2.167127072,2.2116,2.246,-8.854,C1,2.236,0.0244,2.051,-0.195,-4.782,,2.9129,0.251,-15.263,0.021883991,0.016333919,-0.000915981,-0.015417938,0.069000583,0.000915981,5.05E-07,-0.021883991,-8.94,-8.706778148,-8.39,-8.15963938,0.222866274,0.007494346,12.83,-0.05415
2-6-CH3BAt,c1(C)cccc(C)c1([At]),At,CH3,H,H,21.4,2.227623655,2.2181,2.115,-10.92,C1,2.2242,0.0061,2.137,0.022,-8.093,,3.0853,0.175,-14.068,0.0162,0.0115,-0.00107,-0.0104,0.0503,0.00107,6.19E-07,-0.0162,-5.31,-5.212269986,-4.87,-4.777104372,0.088857228,0.0040384,8.29,-0.03104
2-6-CHOBAt,c1(C(=O))cccc(C(=O))c1([At]),At,CHO,H,H,36.2,2.201046149,2.2276,2.078,-10.982,C1,2.2424,0.0148,2.006,-0.072,-7.37,,2.9789,0.203,-14.763,0.019643529,0.014277396,-0.000978413,-0.013298983,0.061024084,0.000978413,1.64E-06,-0.019643529,-8.03,-7.862477921,-7.53,-7.362861401,0.165041901,0.002096697,11.6,-0.04517
2-6-ClBAt,c1(Cl)cccc(Cl)c1([At]),At,Cl,H,H,33,2.172445615,2.193,2.388,-6.558,C1,2.2143,0.0213,2.22,-0.168,-2.432,,2.9397,0.229,-14.94,0.020795147,0.015465383,-0.000994281,-0.014471102,0.065839586,0.000994281,8.67E-07,-0.020795147,-8.2,-8.003572177,-7.7,-7.501367767,0.191917505,0.006714728,12.24,-0.049
2-6-CNBAt,c1(C#N)cccc(C#N)c1([At]),At,CN,H,H,39.5,2.160924066,2.1874,2.458,-8.06,C1,2.2117,0.0243,2.241,-0.217,-4.028,,2.8984,0.267,-15.117,0.02259036,0.016841758,-0.000864944,-0.015976814,0.070827818,0.000864944,2.26E-06,-0.02259036,-9.75,-9.537608883,-9.22,-9.007688624,0.206169501,0.006141875,13.6,-0.0567
2-6-COOHBAt,c1(C(=O)O)cccc(C(=O)O)c1([At]),At,COOH,H,H,41.2,2.183055142,2.2205,2.117,-9.06,C1,2.2405,0.02,1.996,-0.121,-5.053,,2.9325,0.24,-15.182,0.021466256,0.015689479,-0.000879813,-0.014809666,0.066278104,0.000879813,2.42E-06,-0.021466256,-9.34,-9.111748306,-8.82,-8.592521719,0.225011729,0.002466552,13.38,-0.05269
2-6-FBAt,c1(F)cccc(F)c1([At]),At,F,H,H,34.1,2.16901714,2.1803,2.543,-5.012,C1,2.2032,0.0229,2.338,-0.205,-0.569,,2.9389,0.232,-15.098,0.020790176,0.015493083,-0.001004855,-0.014488228,0.065992682,0.001004855,2.53E-06,-0.020790176,-8.37,-8.176213845,-7.86,-7.662395188,0.191383495,0.006221317,12,-0.04837
2-6-NH2BAt,c1(N)cccc(N)c1([At]),At,NH2,H,H,24.6,2.223819125,2.2099,2.173,-8.25,Cs,2.2178,0.0079,2.179,0.006,-5.171,,3.0765,0.18,-14.163,0.0165,0.0117,-0.00107,-0.0106,0.0512,0.00107,2.06E-09,-0.0165,-5.74,-5.635375797,-5.3,-5.194890464,0.102171097,0.002938439,8.36,-0.03163
2-6-NO2BAt,c1(N(=O)=O)cccc(N(=O)=O)c1([At]),At,NO2,H,H,43.5,2.139944551,2.1977,2.327,-6.239,C1,2.2342,0.0365,1.961,-0.366,-1.267,,2.8395,0.278,-15.749,0.025068134,0.019027,-0.000679554,-0.018347446,0.078827387,0.000679554,3.74E-07,-0.025068134,-11.17,-10.81409185,-10.6,-10.2433241,0.347241167,0.009434731,16.55,-0.06825
2-6-OHBAt,c1(O)cccc(O)c1([At]),At,OH,H,H,35.7,2.207768125,2.2081,2.21,-7.115,C1,2.2192,0.0111,2.177,-0.033,-3.53,,3.0271,0.189,-14.432,0.0181,0.013,-0.00103,-0.0119,0.056,0.00103,2.53E-06,-0.0181,-7.36,-7.235455368,-6.89,-6.765958754,0.123053358,0.000987888,9.68,-0.03798
2-6-OOCMeBAt,c1(OC(=O)C)cccc(OC(=O)C)c1([At]),At,OOCMe,H,H,31.4,2.189286775,2.1875,2.441,-6.061,C1,2.2044,0.0169,2.325,-0.116,-2.472,,2.9874,0.197,-14.268,0.019070673,0.014026237,-0.001065593,-0.012960644,0.060368161,0.001065593,4.01E-07,-0.019070673,-7.37,-7.183742938,-6.85,-6.665769423,0.180103384,0.004127193,10.16,-0.04301
2-6-SHBAt,c1(S)cccc(S)c1([At]),At,SH,H,H,32.5,2.209861953,2.2129,2.131,-8.129,C1,2.2242,0.0113,2.104,-0.027,-4.772,,3.0137,0.188,-14.342,0.0184,0.0133,-0.00103,-0.0123,0.0573,0.00103,1.37E-06,-0.0184,-7.26,-7.128648231,-6.77,-6.639370281,0.128557871,0.002071848,10.34,-0.03999
3-4-5-BH2BAt,c1c(B)c(B)c(B)cc1([At]),At,H,BH2,BH2,27.9,2.209069611,2.2014,2.307,-11.746,C1,2.2111,0.0097,2.286,-0.021,-7.956,,3.0301,0.185,-15.011,0.0178,0.0128,-0.00106,-0.0118,0.0556,0.00106,4.02E-07,-0.0178,-6.52,-6.410882157,-6.05,-5.940974742,0.105299859,0.003725398,9.32,-0.03708
3-4-5-ClBAt,c1c(Cl)c(Cl)c(Cl)cc1([At]),At,H,Cl,Cl,34.6,2.191816491,2.1946,2.388,-10.464,C1,2.2092,0.0146,2.303,-0.085,-6.38,,2.9842,0.201,-15.318,0.019328934,0.014103569,-0.001025725,-0.013077844,0.06051802,0.001025725,9.59E-07,-0.019328934,-7.65,-7.533059279,-7.18,-7.059116633,0.117701957,0.00318141,10.48,-0.04334
3-4-5-CNBAt,c1c(C#N)c(C#N)c(C#N)cc1([At]),At,H,CN,CN,48.1,2.171712062,2.1894,2.439,-11.737,C1,2.21,0.0206,2.275,-0.164,-7.27,,2.9225,0.251,-15.99,0.021721981,0.016011568,-0.000900688,-0.015110881,0.067649985,0.000900688,2.78E-06,-0.021721981,-9.75,-9.577561786,-9.24,-9.070625648,0.167961703,0.001412649,12.67,-0.05381
3-4-5-FBAt,c1c(F)c(F)c(F)cc1([At]),At,H,F,F,34.5,2.191388301,2.1949,2.402,-9.47,C1,2.2096,0.0147,2.315,-0.087,-5.817,,2.9884,0.2,-14.609,0.019164455,0.013978791,-0.001033769,-0.012945022,0.060051079,0.001033769,5.44E-07,-0.019164455,-7.56,-7.441617967,-7.09,-6.969404346,0.117345531,0.003250123,10.39,-0.04256
3-4-5-NH2BAt,c1c(N)c(N)c(N)cc1([At]),At,H,NH2,NH2,19.4,2.222940669,2.2013,2.302,-9.831,C1,2.2089,0.0076,2.305,0.003,-6.622,,3.076,0.178,-14.643,0.0164,0.0117,-0.00109,-0.0106,0.0512,0.00109,2.55E-06,-0.0164,-5.26,-5.175076871,-4.83,-4.74074832,0.083508337,0.005743343,7.95,-0.03134
3-4-5-OHBAt,c1c(O)c(O)c(O)cc1([At]),At,H,OH,OH,26,2.210783287,2.1983,2.349,-9.031,C1,2.2085,0.0102,2.32,-0.029,-5.694,,3.0435,0.184,-14.551,0.0173,0.0125,-0.00108,-0.0114,0.0543,0.00108,5.67E-07,-0.0173,-6.13,-6.032066595,-5.69,-5.591067856,0.094620903,0.004311241,8.8,-0.03523
3-4-5-SHBAt,c1c(S)c(S)c(S)cc1([At]),At,H,SH,SH,30,2.204188641,2.199,2.328,-11.994,C1,2.2101,0.0111,2.288,-0.04,-8.063,,3.0174,0.187,-15.255,0.0182,0.0132,-0.00105,-0.0121,0.0569,0.00105,3.05E-06,-0.0182,-6.81,-6.705091869,-6.34,-6.236188342,0.100313669,0.003497989,9.49,-0.03889
3-5-BH2BAt,c1c(B)cc(B)cc1([At]),At,H,BH2,H,28,2.208574574,2.2018,2.303,-11.988,C1,2.2116,0.0098,2.281,-0.022,-8.283,,3.0295,0.185,-14.792,0.0178,0.0129,-0.00106,-0.0118,0.0557,0.00106,2.53E-06,-0.0178,-6.54,-6.430974384,-6.07,-5.96130224,0.104958494,0.003739266,9.36,-0.03717
3-5-CF3BAt,c1c(C(F)(F)F)cc(C(F)(F)F)cc1([At]),At,H,CF3,H,36.5,2.189477428,2.1947,2.391,-10.945,C1,2.2096,0.0149,2.301,-0.09,-7.11,,2.9774,0.206,-14.898,0.019585706,0.014306105,-0.001014106,-0.013291999,0.0612817,0.001014106,6.21E-07,-0.019585706,-7.94,-7.805486253,-7.45,-7.312971817,0.134293308,0.002734875,10.72,-0.04428
3-5-CH3BAt,c1c(C)cc(C)cc1([At]),At,H,CH3,H,21.6,2.221684757,2.2038,2.269,-11.9,C1,2.2111,0.0073,2.276,0.007,-8.62,,3.0677,0.18,-14.478,0.0166,0.0119,-0.00108,-0.0108,0.0519,0.00108,1.99E-06,-0.0166,-5.55,-5.46037532,-5.11,-5.022617294,0.082329246,0.00505346,8.21,-0.03253
3-5-CHOBAt,c1c(C(=O))cc(C(=O))cc1([At]),At,H,CHO,H,32.1,2.196264466,2.1979,2.35,-12.18,C1,2.2109,0.013,2.287,-0.063,-8.306,,2.994,0.197,-14.914,0.018999288,0.013822653,-0.001031289,-0.012791364,0.059416595,0.001031289,2.73E-07,-0.018999288,-7.41,-7.27801369,-6.93,-6.801629315,0.124910786,0.003459899,10.29,-0.04183
3-5-ClBAt,c1c(Cl)cc(Cl)cc1([At]),At,H,Cl,H,32.6,2.195831999,2.1969,2.362,-10.83,C1,2.2103,0.0134,2.293,-0.069,-6.882,,2.9958,0.195,-14.978,0.018931728,0.01377069,-0.001035648,-0.012735042,0.059226174,0.001035648,1.44E-06,-0.018931728,-7.34,-7.223207638,-6.86,-6.746356586,0.110127917,0.003515496,10.14,-0.04173
3-5-CNBAt,c1c(C#N)cc(C#N)cc1([At]),At,H,CN,H,41.4,2.180938979,2.1936,2.408,-11.064,C1,2.2109,0.0173,2.289,-0.119,-6.882,,2.9533,0.224,-15.347,0.020490057,0.015029054,-0.000971594,-0.01405746,0.064003495,0.000971594,5.33E-07,-0.020490057,-8.68,-8.534873175,-8.18,-8.037540723,0.140348775,0.002110503,11.57,-0.0483
3-5-COOHBAt,c1c(C(=O)O)cc(C(=O)O)cc1([At]),At,H,COOH,H,30.4,2.198038066,2.1971,2.362,-11.805,C1,2.2098,0.0127,2.301,-0.061,-8.044,,3.001,0.193,-14.898,0.018744208,0.013630158,-0.001043226,-0.012586933,0.058694352,0.001043226,5.66E-07,-0.018744208,-7.19,-7.063291234,-6.71,-6.584202669,0.121935136,0.003862195,10,-0.04075
3-5-FBAt,c1c(F)cc(F)cc1([At]),At,H,F,H,31.9,2.196416702,2.1959,2.376,-10.518,C1,2.209,0.0131,2.308,-0.068,-7.004,,3.0028,0.193,-14.488,0.01867969,0.013575287,-0.001045999,-0.012529288,0.058485959,0.001045999,2.36E-06,-0.01867969,-7.18,-7.066852351,-6.72,-6.607694436,0.108689666,0.003615898,9.95,-0.04056
3-5-NH2BAt,c1c(N)cc(N)cc1([At]),At,H,NH2,H,20,2.222190016,2.203,2.278,-11.987,C1,2.2103,0.0073,2.285,0.007,-8.826,,3.0725,0.179,-14.432,0.0165,0.0118,-0.00108,-0.0107,0.0515,0.00108,2.20E-06,-0.0165,-5.37,-5.276056327,-4.94,-4.842814717,0.091552381,0.005632902,8.05,-0.03189
3-5-NO2BAt,c1c(N(=O)=O)cc(N(=O)=O)cc1([At]),At,H,NO2,H,42.4,2.177792448,2.1926,2.424,-11.128,C1,2.2111,0.0185,2.289,-0.135,-6.885,,2.9422,0.233,-15.394,0.020902735,0.01537424,-0.000954096,-0.014420144,0.065314268,0.000954096,9.15E-07,-0.020902735,-8.97,-8.816430413,-8.47,-8.31306458,0.154728782,0.002206637,11.96,-0.04998
3-5-OHBAt,c1c(O)cc(O)cc1([At]),At,H,OH,H,26.7,2.210658179,2.2,2.322,-10.888,C1,2.2097,0.0097,2.298,-0.024,-7.57,,3.0411,0.184,-14.409,0.0174,0.0126,-0.00107,-0.0115,0.0545,0.00107,1.07E-06,-0.0174,-6.23,-6.129131019,-5.78,-5.679826078,0.096045977,0.004127946,8.88,-0.03569
3-5-OOCMeBAt,c1c(OC(=O)C)cc(OC(=O)C)cc1([At]),At,H,OOCMe,H,25.3,2.205539428,2.1984,2.344,-11.277,C1,2.2093,0.0109,2.305,-0.039,-7.721,,3.0227,0.186,-14.759,0.017992685,0.013033607,-0.00106905,-0.011964557,0.056411407,0.00106905,1.77E-06,-0.017992685,-6.5,-6.375801866,-6.04,-5.915976512,0.118662674,0.005360814,9.29,-0.03767
3-5-SHBAt,c1c(S)cc(S)cc1([At]),At,H,SH,H,28.5,2.206845149,2.2002,2.318,-11.598,C1,2.2107,0.0105,2.286,-0.032,-7.805,,3.026,0.185,-14.936,0.0179,0.0129,-0.00106,-0.0119,0.056,0.00106,4.56E-07,-0.0179,-6.58,-6.480688196,-6.12,-6.020913991,0.095249667,0.003836342,9.28,-0.03775
4-BH2BAt,c1cc(B)ccc1([At]),At,H,H,BH2,27.7,2.209417697,2.1987,2.305,-13.007,C1,2.2079,0.0092,2.284,-0.021,-9.78,,3.0377,0.185,-14.698,0.0176,0.0126,-0.00106,-0.0116,0.0549,0.00106,3.07E-06,-0.0176,-6.4,-6.298635768,-5.94,-5.841431372,0.094742639,0.003825988,8.99,-0.03621
4-CF3BAt,c1cc(C(F)(F)F)ccc1([At]),At,H,H,CF3,30.7,2.203788861,2.1978,2.342,-11.411,C1,2.2091,0.0113,2.297,-0.045,-7.962,,3.0198,0.188,-14.587,0.018138371,0.013117258,-0.001054694,-0.012062563,0.056688591,0.001054694,8.93E-07,-0.018138371,-6.85,-6.745225494,-6.39,-6.280728131,0.106052243,0.003219626,9.5,-0.03849
4-CH3BAt,c1cc(C)ccc1([At]),At,H,H,CH3,22.7,2.217029658,2.2011,2.303,-10.813,C1,2.2094,0.0083,2.296,-0.007,-7.559,,3.061,0.182,-14.49,0.0168,0.0121,-0.00108,-0.011,0.0526,0.00108,3.77E-07,-0.0168,-5.71,-5.624574476,-5.27,-5.181602297,0.083467549,0.004930154,8.41,-0.0332
4-CHOBAt,c1cc(C(=O))ccc1([At]),At,H,H,CHO,30,2.205831531,2.1975,2.335,-12.115,C1,2.2082,0.0107,2.293,-0.042,-8.785,,3.0244,0.187,-14.734,0.017996046,0.012995288,-0.001056694,-0.011938594,0.056208703,0.001056694,2.07E-07,-0.017996046,-6.74,-6.638193081,-6.29,-6.183518917,0.103310027,0.003171057,9.37,-0.03791
4-ClBAt,c1cc(Cl)ccc1([At]),At,H,H,Cl,28.3,2.205330734,2.1982,2.346,-10.519,C1,2.209,0.0108,2.308,-0.038,-7.072,,3.0308,0.186,-14.687,0.017760903,0.012827498,-0.001067062,-0.011760436,0.055579004,0.001067062,4.40E-07,-0.017760903,-6.51,-6.40793349,-6.05,-5.949578839,0.09659944,0.003821721,9.21,-0.03694
4-CNBAt,c1cc(C#N)ccc1([At]),At,H,H,CN,33.4,2.199576319,2.1961,2.354,-11.635,C1,2.2083,0.0122,2.297,-0.057,-8.095,,3.0078,0.192,-14.859,0.018544157,0.013441801,-0.001044329,-0.012397472,0.057945323,0.001044329,1.58E-06,-0.018544157,-7.2,-7.093353332,-6.73,-6.621433577,0.105794964,0.002771458,9.85,-0.04014
4-COOHBAt,c1cc(C(=O)O)ccc1([At]),At,H,H,COOH,28.8,2.207326823,2.1979,2.329,-12.125,C1,2.2082,0.0103,2.294,-0.035,-8.788,,3.0294,0.186,-14.716,0.017831186,0.012864414,-0.001060983,-0.011803431,0.055702355,0.001060983,1.76E-06,-0.017831186,-6.6,-6.496208389,-6.14,-6.034208424,0.102268361,0.003523215,9.22,-0.03724
4-FBAt,c1cc(F)ccc1([At]),At,H,H,F,27.3,2.206450438,2.1991,2.346,-9.803,C1,2.2096,0.0105,2.312,-0.034,-6.487,,3.0365,0.185,-14.357,0.017571269,0.012679165,-0.001071686,-0.011607479,0.055004161,0.001071686,3.55E-06,-0.017571269,-6.35,-6.246246882,-5.9,-5.801142342,0.094743894,0.004113764,9.08,-0.03616
4-NH2BAt,c1cc(N)ccc1([At]),At,H,H,NH2,20.9,2.217775029,2.1997,2.325,-8.868,C1,2.2081,0.0084,2.317,-0.008,-5.719,,3.068,0.181,-14.521,0.0166,0.0119,-0.00109,-0.0108,0.052,0.00109,2.88E-06,-0.0166,-5.49,-5.39897477,-5.05,-4.957635308,0.086896888,0.005467804,8.24,-0.03219
4-NO2BAt,c1cc(N(=O)=O)ccc1([At]),At,H,H,NO2,34.5,2.197479496,2.1951,2.366,-12.035,C1,2.2078,0.0127,2.3,-0.066,-8.563,,3.0011,0.194,-14.812,0.018773109,0.01362802,-0.001038805,-0.012589214,0.058668117,0.001038805,1.45E-06,-0.018773109,-7.39,-7.277791551,-6.93,-6.813588579,0.113860344,0.002551077,10.05,-0.04107
4-OHBAt,c1cc(O)ccc1([At]),At,H,H,OH,23.7,2.212646391,2.1994,2.336,-9.256,C1,2.2088,0.0094,2.316,-0.02,-6.012,,3.0544,0.183,-14.428,0.017,0.0122,-0.00108,-0.0111,0.0533,0.00108,6.27E-07,-0.017,-5.85,-5.761001944,-5.41,-5.317343265,0.087821209,0.004835525,8.59,-0.03386
4-OOCMeBAt,c1cc(OC(=O)C)ccc1([At]),At,H,H,OOCMe,25,2.210953424,2.1993,2.333,-10.577,C1,2.2091,0.0098,2.308,-0.025,-7.199,,3.0446,0.183,-14.708,0.017315699,0.012472403,-0.001077592,-0.011394811,0.054200722,0.001077592,2.73E-06,-0.017315699,-6.11,-6.007889281,-5.66,-5.557288931,0.098304383,0.004406685,8.82,-0.03513
4-SHBAt,c1cc(S)ccc1([At]),At,H,H,SH,25.7,2.21018765,2.1984,2.336,-10.046,C1,2.2083,0.0099,2.311,-0.025,-6.646,,3.0438,0.184,-14.813,0.0173,0.0125,-0.00108,-0.0114,0.0543,0.00108,1.95E-06,-0.0173,-6.15,-6.052412335,-5.7,-5.60642867,0.089224321,0.004347009,8.85,-0.03524
BAt,c1ccccc1([At]),At,H,H,H,24,2.214225716,2.2016,2.299,-11.133,C1,2.2102,0.0086,2.289,-0.01,-7.935,,3.0552,0.183,-14.27,0.017,0.0122,-0.00108,-0.0111,0.0531,0.00108,1.46E-06,-0.017,-5.88,-5.786414823,-5.43,-5.340457281,0.084917723,0.004624996,8.58,-0.03395
opp_H_2-4-6_OH_3-5_CNBAt,c1(O)c(C#N)c(O)c(C#N)c(O)c1([At]),At,OH,CN,OH,37.9,2.166817146,2.1834,2.536,-4.47,C1,2.2087,0.0253,2.305,-0.231,0.355,,2.9206,0.247,-15.815,0.0215,0.0161,-0.000977,-0.0151,0.0683,0.000977,2.20E-07,-0.0215,-8.93,-8.708589768,-8.4,-8.175118981,0.219256839,0.005624179,13.54,-0.05166
opp_H_2-4-6_OH_3-5_FBAt,c1(O)c(F)c(O)c(F)c(O)c1([At]),At,OH,F,OH,29.4,2.178096902,2.1827,2.527,-4.212,C1,2.2038,0.0211,2.343,-0.184,-0.074,,2.9628,0.211,-15.006,0.0198,0.0147,-0.00106,-0.0137,0.0632,0.00106,1.29E-06,-0.0198,-7.54,-7.36044773,-7.04,-6.861798723,0.170682584,0.007518693,11.61,-0.04426
opp_H_2-4-6_SH_3-5_CNBAt,c1(S)c(C#N)c(S)c(C#N)c(S)c1([At]),At,SH,CN,SH,41,2.1774196,2.2026,2.307,-6.787,C1,2.2236,0.021,2.148,-0.159,-2.43,,2.9258,0.244,-15.846,0.0215,0.0159,-0.000924,-0.015,0.0673,0.000924,1.83E-06,-0.0215,-9.16,-8.963260106,-8.64,-8.448077098,0.188491304,0.003431598,13.51,-0.05275
opp_H_2-4-6_SH_3-5_FBAt,c1(S)c(F)c(S)c(F)c(S)c1([At]),At,SH,F,SH,33.7,2.185804446,2.1988,2.332,-6.414,C1,2.2166,0.0178,2.208,-0.124,-2.525,,2.9581,0.217,-15.21,0.0203,0.0149,-0.000999,-0.0139,0.0635,0.000999,2.03E-06,-0.0203,-8.03,-7.879701802,-7.54,-7.385487771,0.14962964,0.004882589,12.02,-0.04669
opp_H_2-4-6-OHBAt,c1(O)cc(O)cc(O)c1([At]),At,OH,H,OH,22.5,2.190596705,2.1861,2.493,-4.527,C1,2.203,0.0169,2.367,-0.126,-0.772,,3.0057,0.189,-14.681,0.0183,0.0135,-0.0011,-0.0124,0.0584,0.0011,3.39E-07,-0.0183,-6.38,-6.227921722,-5.9,-5.75179512,0.139152114,0.009052766,10.23,-0.03818
opp_H_2-4-6-SHBAt,c1(S)cc(S)cc(S)c1([At]),At,SH,H,SH,28.8,2.195640135,2.2024,2.285,-6.729,C1,2.2164,0.014,2.21,-0.075,-3.097,,2.9898,0.196,-14.934,0.0191,0.014,-0.00104,-0.0129,0.06,0.00104,2.04E-06,-0.0191,-7.2,-7.063073488,-6.71,-6.572154612,0.13244843,0.005396958,10.96,-0.04195
opp_H_2-6_3-5_4-OHBAt,c1(O)c(O)c(O)c(O)c(O)c1([At]),At,OH,OH,OH,23.2,2.189829724,2.1848,2.499,-4.973,C1,2.2026,0.0178,2.361,-0.138,-1.079,,2.9956,0.193,-14.837,0.0187,0.0138,-0.0011,-0.0127,0.0595,0.0011,2.82E-06,-0.0187,-6.61,-6.454767034,-6.13,-5.976368983,0.144504143,0.009126875,10.5,-0.03948
opp_H_2-6_3-5_4-SHBAt,c1(S)c(S)c(S)c(S)c(S)c1([At]),At,SH,SH,SH,29.5,2.194989414,2.2117,2.205,-7.113,C1,2.2275,0.0158,2.115,-0.09,-3.06,,2.9715,0.205,-15.494,0.0198,0.0145,-0.00102,-0.0135,0.062,0.00102,8.66E-07,-0.0198,-7.5,-7.349286847,-7,-6.851281943,0.142739586,0.005978471,,-0.0447
opp_H_2-6_3-5-OHBAt,c1(O)c(O)cc(O)c(O)c1([At]),At,OH,OH,H,22.5,2.190338734,2.1847,2.486,-6.87,C1,2.2022,0.0175,2.349,-0.137,-3.1,,2.9962,0.193,-14.72,0.0187,0.0138,-0.0011,-0.0127,0.0595,0.0011,3.72E-07,-0.0187,-6.6,-6.448863425,-6.11,-5.957672383,0.142893326,0.009434292,9.9,-0.03958
opp_H_2-6_3-5-SHBAt,c1(S)c(S)cc(S)c(S)c1([At]),At,SH,SH,H,30.2,2.195570577,2.2106,2.21,-8.078,C1,2.2257,0.0151,2.126,-0.084,-4.063,,2.9743,0.203,-15.12,0.0197,0.0144,-0.00102,-0.0134,0.0616,0.00102,6.69E-07,-0.0197,-7.49,-7.348445984,-7,-6.856021334,0.13835957,0.005619097,11.53,-0.04461
