Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
3-5-NO2BACl,c1c(N(=O)=O)cc(N(=O)=O)cc1(C#C(Cl)),Cl,H,NO2,H,29.3,1.91092993,1.6451,5.525,-8.29,1.2095,17.373,5.194,C1,1.6488,0.0037,5.31,-0.215,-7.838,1.2107,0.0012,17.249,-0.124,6.168,2.9565,0.131,-6.397,0.0136,0.01,-0.00169,-0.00835,0.0469,0.00169,3.31E-06,-0.0136,-3.95,-3.942600522,-3.61,-3.604710158,0.005697786,-0.000407944,3.1,-0.01149
3-5-OHBACl,c1c(O)cc(O)cc1(C#C(Cl)),Cl,H,OH,H,20.4,1.918111149,1.6504,5.456,-6.088,1.2101,17.324,2.831,C1,1.6536,0.0032,5.267,-0.189,-5.672,1.2111,0.001,17.226,-0.098,3.636,2.9962,0.114,-6.309,0.0126,0.00924,-0.00158,-0.00766,0.0433,0.00158,2.47E-06,-0.0126,-2.98,-2.970227488,-2.66,-2.651394648,0.008765053,-0.000159701,2.68,-0.00942
3-5-OOCMeBACl,c1c(OC(=O)C)cc(OC(=O)C)cc1(C#C(Cl)),Cl,H,OOCMe,H,18.5,1.91782231,1.6495,5.469,-6.582,1.2097,17.359,3.32,C1,1.6527,0.0032,5.279,-0.19,-6.205,1.2107,0.001,17.255,-0.104,4.188,2.9942,0.115,-6.312,0.0126,0.00928,-0.00159,-0.0077,0.0435,0.00159,2.54E-06,-0.0126,-2.95,-2.93414883,-2.62,-2.605884739,0.014043663,7.16E-05,2.7,-0.00947
3-5-SHBACl,c1c(S)cc(S)cc1(C#C(Cl)),Cl,H,SH,H,21.5,1.917476715,1.6496,5.468,-6.649,1.21,17.329,3.346,C1,1.6528,0.0032,5.275,-0.193,-6.248,1.2111,0.0011,17.227,-0.102,4.224,2.9897,0.117,-6.317,0.0127,0.00937,-0.0016,-0.00777,0.0439,0.0016,2.13E-07,-0.0127,-3.12,-3.114112279,-2.79,-2.782262871,0.007975646,-0.000238516,2.75,-0.00972
4-BH2BACl,c1cc(B)ccc1(C#C(Cl)),Cl,H,H,BH2,21.6,1.917165864,1.6489,5.475,-7.523,1.2105,17.279,4.355,C1,1.652,0.0031,5.281,-0.194,-7.258,1.2116,0.0011,17.168,-0.111,5.405,2.9875,0.118,-6.168,0.0128,0.00941,-0.0016,-0.00781,0.0441,0.0016,3.01E-06,-0.0128,-3.15,-3.145147644,-2.83,-2.821663411,0.00859186,-0.000255271,2.76,-0.0098
4-CF3BACl,c1cc(C(F)(F)F)ccc1(C#C(Cl)),Cl,H,H,CF3,23.1,1.916110729,1.6487,5.481,-6.967,1.2101,17.325,3.785,C1,1.652,0.0033,5.281,-0.2,-6.566,1.2112,0.0011,17.217,-0.108,4.679,2.9836,0.12,-6.289,0.0129,0.00949,-0.00161,-0.00788,0.0444,0.00161,2.46E-06,-0.0129,-3.26,-3.255916876,-2.94,-2.931209219,0.009123988,-0.000333208,2.81,-0.01003
4-CH3BACl,c1cc(C)ccc1(C#C(Cl)),Cl,H,H,CH3,17.5,1.920588911,1.6513,5.44,-5.68,1.2104,17.291,2.197,C1,1.6545,0.0032,5.259,-0.181,-5.284,1.2114,0.001,17.199,-0.092,3.004,3.0049,0.109,-6.276,0.0123,0.00908,-0.00156,-0.00752,0.0425,0.00156,1.05E-06,-0.0123,-2.75,-2.738181378,-2.44,-2.433025044,0.006896329,7.86E-05,2.6,-0.00899
4-CHOBACl,c1cc(C(=O))ccc1(C#C(Cl)),Cl,H,H,CHO,22.9,1.916258886,1.6485,5.487,-7.448,1.2104,17.297,4.234,C1,1.6518,0.0033,5.282,-0.205,-7.139,1.2115,0.0011,17.184,-0.113,5.252,2.9835,0.12,-6.214,0.0129,0.00949,-0.00161,-0.00788,0.0444,0.00161,3.69E-06,-0.0129,-3.26,-3.247889147,-2.94,-2.929491726,0.010931843,-0.000423569,2.81,-0.01001
4-ClBACl,c1cc(Cl)ccc1(C#C(Cl)),Cl,H,H,Cl,20.9,1.917681381,1.6499,5.464,-6.312,1.2102,17.312,2.858,C2v,1.6531,0.0032,5.272,-0.192,-5.904,1.2113,0.0011,17.214,-0.098,3.721,2.9922,0.116,-6.298,0.0127,0.00932,-0.00159,-0.00773,0.0436,0.00159,2.98E-06,-0.0127,-3.05,-3.046014948,-2.74,-3.042497559,0.007712092,-0.000209651,2.72,-0.0096
4-CNBACl,c1cc(C#N)ccc1(C#C(Cl)),Cl,H,H,CN,24.8,1.914762584,1.6479,5.493,-7.583,1.2102,17.307,4.337,C1,1.6512,0.0033,5.287,-0.206,-7.227,1.2114,0.0012,17.194,-0.113,5.337,2.9775,0.123,-6.256,0.013,0.00961,-0.00163,-0.00798,0.045,0.00163,7.78E-07,-0.013,-3.42,-3.413956399,-3.1,-3.092155567,0.008232297,-0.000387864,2.87,-0.01034
4-COOHBACl,c1cc(C(=O)O)ccc1(C#C(Cl)),Cl,H,H,COOH,22,1.916600213,1.6489,5.477,-7.242,1.2103,17.301,4.014,C1,1.6521,0.0032,5.28,-0.197,-6.916,1.2114,0.0011,17.192,-0.109,5,2.9863,0.119,-6.226,0.0128,0.00944,-0.00161,-0.00783,0.0442,0.00161,1.79E-06,-0.0128,-3.19,-3.178398745,-2.87,-2.861168808,0.009143441,-0.000312249,2.78,-0.00988
4-FBACl,c1cc(F)ccc1(C#C(Cl)),Cl,H,H,F,20,1.918858916,1.6505,5.456,-5.8,1.2102,17.318,2.416,C1,1.6538,0.0033,5.266,-0.19,-5.357,1.2112,0.001,17.222,-0.096,3.187,2.9963,0.114,-6.326,0.0126,0.00924,-0.00158,-0.00766,0.0433,0.00158,2.37E-06,-0.0126,-2.96,-2.954394796,-2.65,-2.642105052,0.00806036,-0.000165412,2.69,-0.00941
4-NH2BACl,c1cc(N)ccc1(C#C(Cl)),Cl,H,H,NH2,15.4,1.922175485,1.6526,5.421,-4.783,1.2109,17.236,0.882,C1,1.6557,0.0031,5.248,-0.173,-4.422,1.2118,0.0009,17.158,-0.078,1.709,3.0145,0.104,-6.279,0.0121,0.0089,-0.00153,-0.00737,0.0417,0.00153,3.20E-06,-0.0121,-2.53,-2.524722099,-2.23,-2.220039918,0.009599013,0.000361069,2.52,-0.00858
4-NO2BACl,c1cc(N(=O)=O)ccc1(C#C(Cl)),Cl,H,H,NO2,25.6,1.914622963,1.6474,5.501,-7.942,1.2102,17.312,4.823,C1,1.6508,0.0034,5.292,-0.209,-7.623,1.2114,0.0012,17.194,-0.118,5.87,2.974,0.124,-6.239,0.0131,0.00968,-0.00164,-0.00804,0.0453,0.00164,1.59E-06,-0.0131,-3.51,-3.501748115,-3.18,-3.170885613,0.009537517,-0.00042313,2.9,-0.01052
4-OHBACl,c1cc(O)ccc1(C#C(Cl)),Cl,H,H,OH,17.4,1.920550287,1.6517,5.434,-5.227,1.2106,17.279,1.583,C1,1.6549,0.0032,5.256,-0.178,-4.813,1.2115,0.0009,17.192,-0.087,2.359,3.0065,0.108,-6.305,0.0123,0.00905,-0.00155,-0.00749,0.0424,0.00155,2.10E-06,-0.0123,-2.72,-2.708745535,-2.41,-2.399363024,0.010454936,0.000182041,2.59,-0.00894
4-OOCMeBACl,c1cc(OC(=O)C)ccc1(C#C(Cl)),Cl,H,H,OOCMe,18.7,1.918988663,1.6507,5.454,-5.986,1.2103,17.31,2.457,C1,1.6538,0.0031,5.264,-0.19,-5.597,1.2113,0.001,17.217,-0.093,3.311,2.9993,0.112,-6.297,0.0125,0.00918,-0.00157,-0.00761,0.043,0.00157,1.40E-06,-0.0125,-2.87,-2.85918278,-2.55,-2.541523037,0.008588723,-0.000111759,2.65,-0.00926
4-SHBACl,c1cc(S)ccc1(C#C(Cl)),Cl,H,H,SH,19.1,1.918913357,1.6507,5.45,-5.904,1.2105,17.282,2.195,C1,1.6539,0.0032,5.264,-0.186,-5.529,1.2115,0.001,17.191,-0.091,3.086,2.9992,0.112,-6.279,0.0125,0.00919,-0.00157,-0.00761,0.043,0.00157,2.13E-06,-0.0125,-2.88,-2.873995769,-2.57,-2.562880466,0.007128508,-8.97E-06,2.66,-0.00926
BACl,c1ccccc1(C#C(Cl)),Cl,H,H,H,18.6,1.919482042,1.6508,5.45,-5.905,1.2103,17.307,2.645,C1,1.654,0.0032,5.265,-0.185,-5.492,1.2113,0.001,17.211,-0.096,3.428,3.0006,0.111,-6.281,0.012444959,0.009159623,-0.001569063,-0.00759056,0.042914742,0.001569063,2.98E-06,-0.012444959,-2.85,-2.842194843,-2.54,-2.532841811,0.007172434,-1.42E-05,2.64,-0.0092
opp_H_2-4-6_OH_3-5_CNBACl,c1(O)c(C#N)c(O)c(C#N)c(O)c1(C#C(Cl)),Cl,OH,CN,OH,22.6,1.915548229,1.647,5.508,-7.168,1.2088,17.409,3.461,C1,1.6503,0.0033,5.307,-0.201,-6.771,1.2099,0.0011,17.305,-0.104,4.359,2.9821,0.121,-6.339,0.0129,0.00952,-0.00162,-0.0079,0.0446,0.00162,8.40E-07,-0.0129,-3.26,-3.252233395,-2.94,-2.930578886,0.009638546,-0.000217432,2.81,-0.01004
opp_H_2-4-6_OH_3-5_FBACl,c1(O)c(F)c(O)c(F)c(O)c1(C#C(Cl)),Cl,OH,F,OH,17.2,1.919527137,1.649,5.476,-6.234,1.2092,17.369,2.534,C1,1.6521,0.0031,5.293,-0.183,-5.88,1.2102,0.001,17.276,-0.093,3.367,3.0018,0.111,-6.253,0.0124,0.00914,-0.00157,-0.00757,0.0428,0.00157,3.54E-06,-0.0124,-2.76,-2.751643967,-2.45,-2.440594135,0.009136538,0.000269327,2.61,-0.00904
opp_H_2-4-6_SH_3-5_CNBACl,c1(S)c(C#N)c(S)c(C#N)c(S)c1(C#C(Cl)),Cl,SH,CN,SH,27.4,1.911657769,1.6442,5.546,-8.391,1.2107,17.24,4.686,C1,1.6476,0.0034,5.324,-0.222,-7.972,1.2119,0.0012,17.127,-0.113,5.687,2.9585,0.13,-6.598,0.0135,0.01,-0.00168,-0.00832,0.0467,0.00168,3.00E-06,-0.0135,-3.82,-3.809850887,-3.47,-3.46146995,0.008891809,-0.000361759,,-0.01046
opp_H_2-4-6_SH_3-5_FBACl,c1(S)c(F)c(S)c(F)c(S)c1(C#C(Cl)),Cl,SH,F,SH,22.4,1.914779661,1.646,5.519,-7.56,1.2108,17.238,3.853,C1,1.6492,0.0032,5.315,-0.204,-7.187,1.2119,0.0011,17.134,-0.104,4.806,2.9748,0.124,-6.466,0.0131,0.00967,-0.00164,-0.00803,0.0452,0.00164,7.57E-07,-0.0131,-3.36,-3.35360128,-3.02,-3.012356746,0.007868969,-0.000225715,2.86,-0.0103
opp_H_2-4-6-OHBACl,c1(O)cc(O)cc(O)c1(C#C(Cl)),Cl,OH,H,OH,13.2,1.922436329,1.6512,5.436,-5.339,1.2095,17.335,1.561,C1,1.6542,0.003,5.273,-0.163,-4.998,1.2104,0.0009,17.254,-0.081,2.332,3.0207,0.101,-6.229,0.012,0.00878,-0.00152,-0.00727,0.0412,0.00152,2.15E-06,-0.012,-2.36,-2.34759562,-2.06,-2.050155443,0.009073787,0.00077077,2.45,-0.00823
opp_H_2-4-6-SHBACl,c1(S)cc(S)cc(S)c1(C#C(Cl)),Cl,SH,H,SH,19.6,1.917032638,1.6474,5.497,-6.941,1.211,17.207,3.163,C1,1.6504,0.003,5.304,-0.193,-6.571,1.212,0.001,17.112,-0.095,4.063,2.9856,0.119,-6.461,0.0128,0.00945,-0.00161,-0.00784,0.0442,0.00161,1.92E-06,-0.0128,-3.09,-3.07818736,-2.75,-2.742898663,0.007203809,-0.000102472,2.75,-0.00974
opp_H_2-6_3-5_4-OHBACl,c1(O)c(O)c(O)c(O)c(O)c1(C#C(Cl)),Cl,OH,OH,OH,13.6,1.922040349,1.6505,5.451,-5.696,1.2094,17.352,1.945,C1,1.6535,0.003,5.28,-0.171,-5.367,1.2103,0.0009,17.267,-0.085,2.749,3.016,0.103,-6.226,0.0121,0.00887,-0.00153,-0.00734,0.0416,0.00153,2.37E-06,-0.0121,-2.43,-2.425113123,-2.13,-2.120634295,0.00858433,0.000781375,2.48,-0.00841
opp_H_2-6_3-5_4-SHBACl,c1(S)c(S)c(S)c(S)c(S)c1(C#C(Cl)),Cl,SH,SH,SH,20.2,1.916498643,1.6467,5.507,-7.466,1.2107,17.229,3.758,C1,1.6497,0.003,5.312,-0.195,-7.11,1.2118,0.0011,17.13,-0.099,4.705,2.9829,0.12,-6.524,0.0129,0.0095,-0.00162,-0.00789,0.0445,0.00162,4.55E-06,-0.0129,-3.15,-3.144897895,-2.81,-2.802978985,0.007046932,-2.59E-05,,-0.00882
opp_H_2-6_3-5-OHBACl,c1(O)c(O)cc(O)c(O)c1(C#C(Cl)),Cl,OH,OH,H,13.8,1.921157265,1.6495,5.465,-6.462,1.2091,17.385,3.058,C1,1.6525,0.003,5.291,-0.174,-6.163,1.2101,0.001,17.289,-0.096,3.902,3.0115,0.105,-6.174,0.0122,0.00895,-0.00154,-0.00741,0.042,0.00154,2.96E-06,-0.0122,-2.51,-2.49688766,-2.2,-2.191173263,0.008157623,0.000669113,2.52,-0.00857
opp_H_2-6_3-5-SHBACl,c1(S)c(S)cc(S)c(S)c1(C#C(Cl)),Cl,SH,SH,H,21.2,1.916112145,1.6463,5.513,-7.554,1.2107,17.248,4.181,C1,1.6495,0.0032,5.314,-0.199,-7.162,1.2118,0.0011,17.144,-0.104,5.06,2.9797,0.122,-6.521,0.013,0.00957,-0.00163,-0.00794,0.0448,0.00163,1.11E-06,-0.013,-3.24,-3.236545658,-2.89,-2.884157008,0.006011541,-0.000168549,2.8,-0.01004
opp_H_2-6_OH_3-5_CN_4_NO2BACl,c1(O)c(C#N)c(N(=O)=O)c(C#N)c(O)c1(C#C(Cl)),Cl,OH,CN,NO2,28.8,1.910960897,1.6432,5.563,-9.824,1.209,17.375,6.554,C1,1.6465,0.0033,5.339,-0.224,-9.637,1.2104,0.0014,17.238,-0.137,7.814,2.9572,0.131,-6.206,0.0136,0.01,-0.00169,-0.00834,0.0468,0.00169,1.04E-06,-0.0136,-3.9,-3.88798837,-3.56,-3.549638312,0.010774338,-0.00041265,3.07,-0.01134
opp_H_2-6_OH_3-5_F_4_NO2BACl,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C(Cl)),Cl,OH,F,NO2,24.5,1.913721563,1.6452,5.533,-8.596,1.2091,17.385,5.293,C1,1.6484,0.0032,5.326,-0.207,-8.355,1.2103,0.0012,17.262,-0.123,6.395,2.9736,0.124,-6.182,0.0131,0.00969,-0.00164,-0.00805,0.0453,0.00164,3.28E-07,-0.0131,-3.46,-3.445412195,-3.13,-3.118982188,0.011376747,-0.000358935,2.89,-0.01042
opp_H_2-6_OH_3-5_NO2_4_CNBACl,c1(O)c(N(=O)=O)c(C#N)c(N(=O)=O)c(O)c1(C#C(Cl)),Cl,OH,NO2,CN,28,1.911348617,1.6435,5.559,-9.715,1.209,17.374,6.361,C1,1.6468,0.0033,5.337,-0.222,-9.5,1.2104,0.0014,17.241,-0.133,7.587,2.9602,0.13,-6.223,0.0135,0.00997,-0.00168,-0.00829,0.0466,0.00168,1.22E-06,-0.0135,-3.82,-3.806625488,-3.48,-3.469530255,0.01088729,-0.000417545,3.04,-0.01117
opp_H_2-6_OH_3-5_NO2_4_FBACl,c1(O)c(N(=O)=O)c(F)c(N(=O)=O)c(O)c1(C#C(Cl)),Cl,OH,NO2,F,24.4,1.914028879,1.6458,5.527,-7.812,1.2086,17.431,4.335,C1,1.6491,0.0033,5.318,-0.209,-7.415,1.2098,0.0012,17.317,-0.114,5.256,2.974,0.124,-6.354,0.0131,0.00968,-0.00164,-0.00804,0.0453,0.00164,1.06E-06,-0.0131,-3.45,-3.444176001,-3.12,-3.109403184,0.010962591,-0.000365775,2.89,-0.01044
opp_H_2-6_OH_4_NH2_3-5_CNBACl,c1(O)c(C#N)c(N)c(C#N)c(O)c1(C#C(Cl)),Cl,OH,CN,NH2,20,1.917197327,1.6483,5.488,-6.56,1.209,17.381,2.593,C1,1.6515,0.0032,5.296,-0.192,-6.188,1.21,0.001,17.287,-0.094,3.489,2.9921,0.116,-6.326,0.0127,0.00932,-0.00159,-0.00773,0.0437,0.00159,6.96E-07,-0.0127,-3.01,-3.001047618,-2.69,-2.681011177,0.009105163,-0.00011634,2.71,-0.00954
opp_H_2-6_OH_4_NH2_3-5_FBACl,c1(O)c(F)c(N)c(F)c(O)c1(C#C(Cl)),Cl,OH,F,NH2,15.1,1.920911725,1.6499,5.461,-5.832,1.2095,17.336,1.909,C1,1.6529,0.003,5.285,-0.176,-5.522,1.2104,0.0009,17.251,-0.085,2.779,3.0097,0.106,-6.23,0.0122,0.00899,-0.00154,-0.00744,0.0421,0.00154,1.32E-06,-0.0122,-2.57,-2.56260673,-2.27,-2.258984635,0.010535885,0.00047948,2.54,-0.00868
opp_H_2-6_opp_H_3-5_4-OHBACl,c1(O)c(O)c(O)c(O)c(O)c1(C#C(Cl)),Cl,OH,OH,OH,13.6,1.92190135,1.6505,5.451,-5.696,1.2094,17.352,1.945,C1,1.6535,0.003,5.28,-0.171,-5.367,1.2103,0.0009,17.267,-0.085,2.749,3.016,0.103,-6.226,0.0121,0.00887,-0.00153,-0.00734,0.0416,0.00153,4.52E-07,-0.0121,-2.43,-2.425113123,-2.13,-2.120633981,0.00858433,0.000781689,2.48,-0.00841
opp_H_2-6_opp_H_3-5_4-SHBACl,c1(S)c(S)c(S)c(S)c(S)c1(C#C(Cl)),Cl,SH,SH,SH,20.3,1.916584627,1.6467,5.507,-7.451,1.2107,17.228,3.739,C1,1.6497,0.003,5.312,-0.195,-7.094,1.2118,0.0011,17.129,-0.099,4.685,2.9829,0.12,-6.525,0.0129,0.0095,-0.00162,-0.00789,0.0445,0.00162,2.28E-06,-0.0129,-3.16,-3.149811294,-2.82,-2.81321794,0.006915155,-0.000133095,,-0.00882
opp_H_2-6_opp_H_3-5-OHBACl,c1(O)c(O)cc(O)c(O)c1(C#C(Cl)),Cl,OH,OH,H,13.8,1.920957247,1.6495,5.465,-6.462,1.2091,17.385,3.058,C1,1.6525,0.003,5.291,-0.174,-6.163,1.2101,0.001,17.289,-0.096,3.902,3.0115,0.105,-6.174,0.0122,0.00895,-0.00154,-0.00741,0.042,0.00154,3.11E-06,-0.0122,-2.51,-2.49688766,-2.2,-2.191173012,0.008157623,0.000669364,2.52,-0.00857
opp_H_2-6_opp_H_3-5-SHBACl,c1(S)c(S)cc(S)c(S)c1(C#C(Cl)),Cl,SH,SH,H,20.2,1.916285655,1.6463,5.511,-7.719,1.2103,17.274,4.421,C1,1.6494,0.0031,5.316,-0.195,-7.352,1.2115,0.0012,17.165,-0.109,5.318,2.9814,0.121,-6.492,0.0129,0.00953,-0.00162,-0.00791,0.0446,0.00162,4.12E-07,-0.0129,-3.18,-3.175514084,-2.84,-2.830548891,0.009519319,-6.82E-05,2.78,-0.00993
opp_H_2-6_SH_3-5_CN_4_NO2BACl,c1(S)c(C#N)c(N(=O)=O)c(C#N)c(S)c1(C#C(Cl)),Cl,SH,CN,NO2,32.6,1.908694986,1.6416,5.585,-9.689,1.2107,17.24,6.385,C1,1.6451,0.0035,5.343,-0.242,-9.294,1.2121,0.0014,17.105,-0.135,7.488,2.94,0.139,-6.618,0.014,0.0104,-0.00173,-0.00866,0.0485,0.00173,1.30E-06,-0.014,-4.33,-4.323661941,-3.97,-3.959236706,0.011031617,-0.000268323,3.25,-0.0123
opp_H_2-6_SH_3-5_F_4_NO2BACl,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1(C#C(Cl)),Cl,SH,F,NO2,28.2,1.91109123,1.6433,5.56,-8.869,1.2107,17.257,5.579,C1,1.6466,0.0033,5.334,-0.226,-8.505,1.212,0.0013,17.131,-0.126,6.618,2.9543,0.132,-6.49,0.0136,0.0101,-0.00169,-0.0084,0.0471,0.00169,2.43E-06,-0.0136,-3.92,-3.90611712,-3.56,-3.549590182,0.010818264,-0.000408446,3.08,-0.01142
opp_H_2-6_SH_3-5_NO2_4_CNBACl,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1(C#C(Cl)),Cl,SH,NO2,CN,32.8,1.907699373,1.6411,5.594,-10.093,1.2107,17.228,6.852,C1,1.6445,0.0034,5.352,-0.242,-9.732,1.2122,0.0015,17.088,-0.14,8.008,2.939,0.14,-6.58,0.0141,0.0104,-0.00173,-0.00869,0.0486,0.00173,2.09E-06,-0.0141,-4.37,-4.354773862,-4,-3.988402746,0.011853654,-0.0002564,3.26,-0.01235
opp_H_2-6_SH_3-5_NO2_4_FBACl,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1(C#C(Cl)),Cl,SH,NO2,F,29.2,1.91056731,1.6433,5.563,-8.493,1.2104,17.273,5.159,C1,1.6467,0.0034,5.334,-0.229,-8.017,1.2117,0.0013,17.151,-0.122,6.079,2.9522,0.133,-6.644,0.0137,0.0101,-0.0017,-0.00844,0.0473,0.0017,3.33E-06,-0.0137,-4,-3.993403691,-3.64,-3.62927693,0.011113193,-0.000390123,3.11,-0.01158
opp_H_2-6_SH_4_NH2_3-5_CNBACl,c1(S)c(C#N)c(N)c(C#N)c(S)c1(C#C(Cl)),Cl,SH,CN,NH2,19.3,1.916989205,1.6476,5.493,-6.568,1.2111,17.206,2.703,C1,1.6507,0.0031,5.301,-0.192,-6.201,1.2121,0.001,17.116,-0.09,3.593,2.9868,0.118,-6.464,0.0128,0.00943,-0.00161,-0.00782,0.0441,0.00161,1.93E-06,-0.0128,-3.06,-3.051631158,-2.72,-2.709941148,0.010071528,-1.27E-05,2.74,-0.00969
opp_H_2-6_SH_4_NH2_3-5_FBACl,c1(S)c(F)c(N)c(F)c(S)c1(C#C(Cl)),Cl,SH,F,NH2,24.2,1.914118408,1.6461,5.52,-7.288,1.2109,17.22,3.369,C1,1.6494,0.0033,5.31,-0.21,-6.851,1.2119,0.001,17.121,-0.099,4.276,2.9708,0.125,-6.601,0.0132,0.00975,-0.00165,-0.0081,0.0456,0.00165,2.80E-06,-0.0132,-3.5,-3.486997249,-3.15,-3.141461478,0.008898085,-0.000359563,,-0.0103
opp_H_2-6-OHBACl,c1(O)cccc(O)c1(C#C(Cl)),Cl,OH,H,H,14.3,1.92166709,1.6503,5.454,-5.982,1.2093,17.36,2.531,C1,1.6533,0.003,5.282,-0.172,-5.654,1.2103,0.001,17.27,-0.09,3.324,3.0146,0.104,-6.198,0.0121,0.00889,-0.00153,-0.00736,0.0417,0.00153,2.87E-06,-0.0121,-2.48,-2.470264314,-2.17,-2.161754588,0.007664401,0.000581011,2.5,-0.00847
opp_H_2-6-SHBACl,c1(S)cccc(S)c1(C#C(Cl)),Cl,SH,H,H,19.3,1.917207066,1.6472,5.5,-6.939,1.2108,17.234,3.552,C1,1.6503,0.0031,5.306,-0.194,-6.539,1.2119,0.0011,17.135,-0.099,4.362,2.986,0.119,-6.449,0.0128,0.00944,-0.00161,-0.00783,0.0442,0.00161,2.22E-06,-0.0128,-3.07,-3.06630233,-2.73,-2.72269215,0.007316761,-8.91E-06,2.74,-0.00972
opp_H_3-4-5-OHBACl,c1c(O)c(O)c(O)cc1(C#C(Cl)),Cl,H,OH,OH,18,1.919698004,1.6513,5.443,-5.496,1.2102,17.302,1.915,Cs,1.6545,0.0032,5.26,-0.183,-5.091,1.2112,0.001,17.211,-0.091,2.717,3.0039,0.109,-6.308,0.0124,0.00909,-0.00156,-0.00754,0.0426,0.00156,8.07E-07,-0.0124,-2.78,-2.772384411,-2.47,-2.459191337,0.011049815,-0.000241152,2.61,-0.00905
opp_H_3-4-5-SHBACl,c1c(S)c(S)c(S)cc1(C#C(Cl)),Cl,H,SH,SH,21,1.91719445,1.6493,5.471,-6.773,1.2101,17.317,3.138,C1,1.6526,0.0033,5.277,-0.194,-6.417,1.2111,0.001,17.217,-0.1,4.115,2.989,0.117,-6.297,0.0127,0.00938,-0.0016,-0.00778,0.0439,0.0016,1.11E-06,-0.0127,-3.11,-3.101706416,-2.79,-2.782104362,0.007925445,-2.98E-05,2.75,-0.00975
opp_H_3-5-OHBACl,c1c(O)cc(O)cc1(C#C(Cl)),Cl,H,OH,H,18.1,1.918833273,1.6502,5.458,-6.325,1.2098,17.346,3.161,C1,1.6534,0.0032,5.272,-0.186,-5.937,1.2109,0.0011,17.246,-0.1,3.984,2.9989,0.112,-6.268,0.0125,0.00919,-0.00157,-0.00762,0.0431,0.00157,3.08E-06,-0.0125,-2.86,-2.852300883,-2.54,-2.531416047,0.008544797,3.92E-05,2.65,-0.00925
opp_H_3-5-SHBACl,c1c(S)cc(S)cc1(C#C(Cl)),Cl,H,SH,H,20.5,1.917248089,1.6494,5.471,-6.809,1.2099,17.341,3.533,C1,1.6526,0.0032,5.278,-0.193,-6.421,1.211,0.0011,17.237,-0.104,4.426,2.9898,0.117,-6.299,0.0127,0.00937,-0.0016,-0.00777,0.0439,0.0016,3.44E-06,-0.0127,-3.08,-3.077082944,-2.76,-2.752121493,0.008038397,-0.000159889,2.74,-0.00969
